pr_number,pr_owner,first_pr,pr_commits,pr_comments,merged,linked,sameOwner,comments,commentsB4,ownerComments,ownerCommentsB4,mergerComments,mergerCommentsB4
3153,shadowfax-chc,0,1,0,1,0,,,,,,,
3152,shadowfax-chc,0,1,0,1,0,,,,,,,
3154,torhve,0,1,1,1,0,,,,,,,
3149,techhat,0,2,0,1,0,,,,,,,
3151,shadowfax-chc,0,3,0,1,0,,,,,,,
3144,havan,1,1,0,1,0,,,,,,,
3145,techhat,0,1,0,1,0,,,,,,,
3146,s0undt3ch,0,2,0,1,0,,,,,,,
3140,shadowfax-chc,0,1,0,1,0,,,,,,,
3141,s0undt3ch,0,1,7,1,1,0,8,4,4,2,4,2
3142,s0undt3ch,0,2,0,1,0,,,,,,,
3143,mrud,0,1,0,1,0,,,,,,,
3138,techhat,0,1,0,1,0,,,,,,,
3139,seanchannel,0,1,2,1,0,,,,,,,
3199,UtahDave,0,2,0,1,0,,,,,,,
3198,torhve,0,1,3,1,0,,,,,,,
3195,terminalmage,0,1,1,1,1,0,33,32,6,5,6,6
3193,s0undt3ch,0,1,0,1,1,0,15,12,9,8,3,3
3192,s0undt3ch,0,1,0,1,0,,,,,,,
3191,s0undt3ch,0,1,2,1,0,,,,,,,
3188,s0undt3ch,0,1,0,1,0,,,,,,,
3187,terminalmage,0,1,4,1,0,,,,,,,
3186,miracle2k,1,1,0,1,1,1,3,2,2,1,1,1
3184,techhat,0,1,1,1,0,,,,,,,
3182,UtahDave,0,3,0,1,0,,,,,,,
3180,alecthomas,0,1,1,1,0,,,,,,,
3178,s0undt3ch,0,2,7,1,1,0,15,8,9,5,3,3
3177,jacksontj,0,2,0,0,0,,,,,,,
3174,shadowfax-chc,0,2,0,1,0,,,,,,,
3175,techhat,0,3,0,1,0,,,,,,,
3170,kfdm,1,2,0,1,0,,,,,,,
3171,DaveQB,1,1,0,1,0,,,,,,,
3168,kjkuan,0,10,0,1,0,,,,,,,
3096,UtahDave,0,4,2,1,0,,,,,,,
3099,terminalmage,0,1,2,1,0,,,,,,,
3098,techhat,0,4,0,1,0,,,,,,,
3100,thekuffs,0,1,0,1,1,1,1,1,0,0,1,1
3103,UtahDave,0,1,0,1,0,,,,,,,
3102,s0undt3ch,0,9,3,1,0,,,,,,,
3089,vlaci,0,5,0,1,0,,,,,,,
3088,terminalmage,0,1,0,1,0,,,,,,,
3090,UtahDave,0,1,0,1,0,,,,,,,
3093,techhat,0,1,0,1,0,,,,,,,
3092,UtahDave,0,1,0,1,0,,,,,,,
11892,ento,0,1,0,0,0,,,,,,,
3095,terminalmage,0,1,4,1,0,,,,,,,
3094,terminalmage,0,1,1,1,0,,,,,,,
3080,vlaci,1,1,0,1,1,1,3,1,1,0,0,0
3081,s0undt3ch,0,2,3,1,1,0,7,5,6,5,0,0
3082,s0undt3ch,0,6,0,1,0,,,,,,,
3083,shadowfax-chc,0,2,0,1,0,,,,,,,
3084,shadowfax-chc,0,1,0,1,0,,,,,,,
3085,shadowfax-chc,0,3,0,1,0,,,,,,,
3086,shadowfax-chc,0,6,0,1,0,,,,,,,
3087,terminalmage,0,1,4,1,0,,,,,,,
3072,shadowfax-chc,0,11,0,1,0,,,,,,,
3075,torhve,0,1,6,1,0,,,,,,,
3076,torhve,0,1,1,1,0,,,,,,,
3079,DamianZaremba,1,1,0,1,0,,,,,,,
3129,shadowfax-chc,0,1,0,1,1,0,34,34,3,3,2,2
3132,geoffgarside,0,2,4,0,0,,,,,,,
3126,djs52,1,2,0,1,0,,,,,,,
3125,fsniper,1,2,0,1,0,,,,,,,
3124,shadowfax-chc,0,1,0,1,0,,,,,,,
3114,techhat,0,1,0,1,0,,,,,,,
3115,techhat,0,2,0,1,0,,,,,,,
3113,techhat,0,1,0,1,0,,,,,,,
3118,techhat,0,2,0,1,0,,,,,,,
3119,shadowfax-chc,0,3,0,1,0,,,,,,,
3117,jacksontj,0,1,0,1,0,,,,,,,
3107,adiroiban,1,1,3,0,0,,,,,,,
3104,torhve,0,1,0,1,0,,,,,,,
3108,thekuffs,0,1,0,1,1,0,27,19,5,4,4,4
3526,s0undt3ch,0,2,0,1,0,,,,,,,
3525,techhat,0,1,0,1,0,,,,,,,
3524,techhat,0,1,2,1,0,,,,,,,
3522,giantlock,0,1,0,1,0,,,,,,,
3521,techhat,0,1,1,1,0,,,,,,,
3534,techhat,0,1,2,1,0,,,,,,,
3533,terminalmage,0,1,0,1,0,,,,,,,
3531,shadowfax-chc,0,5,0,1,0,,,,,,,
3530,shadowfax-chc,0,3,0,1,0,,,,,,,
3528,UtahDave,0,1,0,1,0,,,,,,,
3542,baijum,0,2,0,1,0,,,,,,,
3541,terminalmage,0,3,2,1,0,,,,,,,
3536,auser,1,1,0,1,1,1,1,0,1,0,0,0
3537,felskrone,1,1,0,1,0,,,,,,,
3548,ydavid365,0,1,1,1,0,,,,,,,
3546,kjkuan,0,1,0,1,0,,,,,,,
3547,s0undt3ch,0,1,0,1,0,,,,,,,
3544,toddejohnson,1,1,0,1,1,0,6,1,2,0,2,1
3545,baijum,0,1,0,1,0,,,,,,,
3557,smcquay,1,4,0,0,0,,,,,,,
3559,smcquay,0,7,0,0,0,,,,,,,
3558,smcquay,0,6,0,0,0,,,,,,,
3552,ydavid365,0,4,3,0,0,,,,,,,
3555,mchesnut,0,44,0,0,0,,,,,,,
3554,ydavid365,0,6,3,1,0,,,,,,,
3565,dahpgjgamgan,1,1,0,1,1,0,6,5,1,1,3,2
3567,s0undt3ch,0,2,0,1,0,,,,,,,
3566,benhosmer,0,1,0,1,0,,,,,,,
3561,smcquay,0,1,0,1,0,,,,,,,
3560,smcquay,0,1,0,1,0,,,,,,,
3563,mchesnut,0,1,0,1,0,,,,,,,
3562,smcquay,0,3,0,1,0,,,,,,,
3572,terminalmage,0,1,0,1,0,,,,,,,
3573,techtonik,1,1,0,1,0,,,,,,,
3575,baijum,0,1,0,0,0,,,,,,,
3569,terminalmage,0,1,1,1,0,,,,,,,
3570,s0undt3ch,0,1,1,1,1,0,7,5,3,2,1,1
3571,viq,0,1,0,1,0,,,,,,,
3580,sontek,1,1,1,1,0,,,,,,,
3582,l2ol33rt,0,1,0,1,0,,,,,,,
3578,jaustinpage,1,2,0,1,0,,,,,,,
3459,terminalmage,0,1,1,1,0,,,,,,,
3458,morganfainberg,0,1,0,1,0,,,,,,,
3457,dlindquist,0,1,0,1,0,,,,,,,
3463,morganfainberg,0,1,0,1,0,,,,,,,
3462,terminalmage,0,1,0,1,0,,,,,,,
3461,terminalmage,0,1,5,1,0,,,,,,,
3467,giantlock,0,3,0,1,0,,,,,,,
3466,s0undt3ch,0,1,0,1,0,,,,,,,
3465,s0undt3ch,0,5,10,1,0,,,,,,,
3470,s0undt3ch,0,3,7,1,0,,,,,,,
3469,terminalmage,0,12,5,1,0,,,,,,,
3468,terminalmage,0,1,1,1,0,,,,,,,
3472,techhat,0,2,0,1,1,0,9,7,3,3,1,1
3478,cedwards,0,1,0,1,0,,,,,,,
3479,UtahDave,0,1,0,1,0,,,,,,,
3477,techhat,0,1,1,1,0,,,,,,,
3482,techhat,0,1,0,1,0,,,,,,,
3480,UtahDave,0,1,0,1,0,,,,,,,
3481,techhat,0,2,0,1,0,,,,,,,
3486,techhat,0,1,0,1,0,,,,,,,
3487,techhat,0,1,1,1,0,,,,,,,
3484,UtahDave,0,1,1,1,0,,,,,,,
3491,terminalmage,0,1,1,1,1,0,11,10,5,4,0,0
3493,terminalmage,0,1,0,1,1,1,1,1,1,1,0,0
3494,giantlock,0,1,0,1,0,,,,,,,
3496,MTecknology,0,1,0,1,0,,,,,,,
3498,s0undt3ch,0,2,0,1,0,,,,,,,
3501,techhat,0,3,1,1,0,,,,,,,
3503,techhat,0,2,2,1,0,,,,,,,
3502,gthb,1,1,0,1,0,,,,,,,
3504,techhat,0,1,0,1,0,,,,,,,
3505,techhat,0,1,0,1,0,,,,,,,
3507,techhat,0,2,0,1,0,,,,,,,
3508,techhat,0,1,0,1,0,,,,,,,
3509,techhat,0,1,0,1,0,,,,,,,
3510,techhat,0,3,2,1,0,,,,,,,
3512,UtahDave,0,1,1,1,0,,,,,,,
12250,alecthomas,0,0,0,0,0,,,,,,,
3517,terminalmage,0,5,4,1,0,,,,,,,
3518,terminalmage,0,1,2,1,1,0,3,0,0,0,2,0
3519,giantlock,0,1,0,1,0,,,,,,,
3404,giantlock,0,1,0,1,1,0,7,3,3,2,0,0
3400,viktorkrivak,0,1,0,1,0,,,,,,,
3399,baijum,0,1,0,1,0,,,,,,,
3392,shadowfax-chc,0,1,0,1,0,,,,,,,
3423,baijum,0,1,0,1,0,,,,,,,
3422,herself,0,2,0,1,0,,,,,,,
3417,jeffh,0,1,0,1,0,,,,,,,
3416,bclermont,0,1,11,0,0,,,,,,,
3414,terminalmage,0,3,2,1,0,,,,,,,
3413,s0undt3ch,0,3,2,1,0,,,,,,,
3408,0xDEC0DE,0,1,0,1,0,,,,,,,
3437,edlane,1,39,0,0,0,,,,,,,
3439,edlane,0,1,0,1,0,,,,,,,
3432,joehealy,1,1,0,1,0,,,,,,,
18853,KB1JWQ,0,1,0,0,0,,,,,,,
3428,terminalmage,0,1,0,1,0,,,,,,,
3429,giantlock,0,1,0,1,0,,,,,,,
3425,aleszoulek,0,4,0,1,0,,,,,,,
3426,kjkuan,0,1,0,1,0,,,,,,,
3452,seanchannel,0,2,2,1,0,,,,,,,
3454,seanchannel,0,1,0,1,0,,,,,,,
3448,techhat,0,1,0,1,1,0,6,5,3,2,0,0
3451,giantlock,0,1,0,1,0,,,,,,,
3445,gotcha,0,1,0,1,0,,,,,,,
3447,techhat,0,7,4,1,0,,,,,,,
3443,viq,1,1,0,1,0,,,,,,,
3338,kjkuan,0,2,0,1,0,,,,,,,
3336,ydavid365,0,1,1,1,0,,,,,,,
3337,s0undt3ch,0,1,0,1,0,,,,,,,
3343,ydavid365,0,1,0,1,0,,,,,,,
3341,ydavid365,0,1,13,0,0,,,,,,,
3331,seanchannel,0,1,1,0,1,0,0,0,0,0,,
3328,intchanter,0,1,0,1,0,,,,,,,
3329,mjarco,0,1,0,1,0,,,,,,,
3334,s0undt3ch,0,1,0,1,0,,,,,,,
3335,s0undt3ch,0,1,0,1,0,,,,,,,
3332,s0undt3ch,0,2,0,1,0,,,,,,,
3333,s0undt3ch,0,1,3,1,0,,,,,,,
3355,herself,1,1,0,1,0,,,,,,,
3354,YorikSar,1,1,0,1,0,,,,,,,
3353,adminericjacobs,1,1,0,1,1,1,8,8,2,2,4,4
3352,ydavid365,0,4,5,0,0,,,,,,,
3359,jacksontj,0,2,0,1,0,,,,,,,
3358,kjkuan,0,1,0,1,0,,,,,,,
3357,techhat,0,1,0,1,0,,,,,,,
3347,morganfainberg,0,1,0,1,0,,,,,,,
12146,msabramo,0,0,0,0,0,,,,,,,
3345,giantlock,0,1,0,1,0,,,,,,,
3344,ydavid365,0,2,3,1,0,,,,,,,
3348,techhat,0,1,3,1,0,,,,,,,
3369,techhat,0,1,0,1,0,,,,,,,
3372,jacksontj,0,1,0,0,0,,,,,,,
3374,herself,0,1,0,1,0,,,,,,,
3375,kvbik,0,1,0,1,0,,,,,,,
3360,YorikSar,0,2,0,1,0,,,,,,,
3361,techhat,0,1,0,1,0,,,,,,,
3362,cedwards,0,4,0,1,0,,,,,,,
3364,cedwards,0,1,0,1,0,,,,,,,
3387,terminalmage,0,1,0,1,0,,,,,,,
3386,techhat,0,1,0,1,0,,,,,,,
3389,shadowfax-chc,0,1,0,1,0,,,,,,,
3377,techhat,0,2,0,1,0,,,,,,,
3376,baijum,0,1,0,1,0,,,,,,,
3381,techhat,0,2,0,1,0,,,,,,,
3380,viktorkrivak,1,1,0,1,0,,,,,,,
3826,hvnsweeting,0,1,0,1,0,,,,,,,
3827,ealekseev,1,1,0,1,0,,,,,,,
3824,terminalmage,0,1,2,1,0,,,,,,,
3830,tony,0,1,0,1,0,,,,,,,
3831,igalarzab,1,1,0,1,0,,,,,,,
3829,tony,0,1,0,1,0,,,,,,,
3835,UtahDave,0,1,0,1,0,,,,,,,
3832,seanchannel,0,3,0,0,0,,,,,,,
3833,holmboe,0,1,0,1,0,,,,,,,
3838,basepi,0,6,0,1,1,0,6,6,3,3,0,0
3839,basepi,0,2,0,1,0,,,,,,,
3836,morganfainberg,0,1,0,1,0,,,,,,,
3811,toddejohnson,0,1,0,1,0,,,,,,,
3810,aboe76,0,1,0,1,1,1,6,2,4,2,0,0
3809,aboe76,0,267,0,0,1,1,3,0,2,0,,
3808,toddejohnson,0,1,0,0,0,,,,,,,
3815,mrtizmo,0,1,0,1,0,,,,,,,
3816,bclermont,0,1,0,1,0,,,,,,,
3792,terminalmage,0,1,3,1,0,,,,,,,
3793,sciyoshi,1,1,0,1,0,,,,,,,
3795,sciyoshi,0,1,0,1,0,,,,,,,
3796,giantlock,0,2,0,1,0,,,,,,,
3801,UtahDave,0,4,1,1,0,,,,,,,
3804,jcollie,0,1,0,1,0,,,,,,,
3806,s0undt3ch,0,2,0,1,0,,,,,,,
3777,basepi,0,6,0,1,1,0,1,1,0,0,0,0
3779,basepi,0,2,0,1,0,,,,,,,
3778,basepi,0,1,0,1,0,,,,,,,
3781,ydavid365,0,1,3,1,0,,,,,,,
3780,ydavid365,0,1,0,1,0,,,,,,,
11428,msabramo,0,0,0,0,0,,,,,,,
3783,UtahDave,0,1,0,1,0,,,,,,,
3782,ydavid365,0,1,5,1,0,,,,,,,
3785,UtahDave,0,4,0,1,0,,,,,,,
3784,basepi,0,1,0,1,1,0,4,4,2,2,0,0
3787,s0undt3ch,0,1,0,1,0,,,,,,,
3786,UtahDave,0,1,0,1,0,,,,,,,
3788,s0undt3ch,0,1,5,0,0,,,,,,,
3791,christisking,1,1,0,1,0,,,,,,,
3766,ydavid365,0,1,0,1,0,,,,,,,
3767,ydavid365,0,1,0,1,0,,,,,,,
3764,UtahDave,0,1,0,1,0,,,,,,,
3765,ydavid365,0,2,1,1,0,,,,,,,
3762,UtahDave,0,1,0,1,0,,,,,,,
3763,UtahDave,0,1,3,1,0,,,,,,,
3761,tony,0,1,0,1,0,,,,,,,
3774,s0undt3ch,0,1,0,1,0,,,,,,,
3775,s0undt3ch,0,1,1,1,0,,,,,,,
3772,s0undt3ch,0,1,2,1,0,,,,,,,
3773,giantlock,0,1,0,1,0,,,,,,,
3770,hvnsweeting,0,1,0,1,0,,,,,,,
3771,s0undt3ch,0,5,8,1,0,,,,,,,
3768,ydavid365,0,1,0,1,0,,,,,,,
11480,msabramo,0,0,0,0,0,,,,,,,
3769,ydavid365,0,1,2,0,0,,,,,,,
3750,giantlock,0,1,0,1,0,,,,,,,
3748,basepi,0,1,0,1,1,0,3,2,2,1,0,0
3747,terminalmage,0,1,0,1,0,,,,,,,
3746,basepi,0,5,0,1,1,0,1,1,0,0,0,0
3744,techhat,0,2,0,1,0,,,,,,,
3759,s0undt3ch,0,16,5,1,0,,,,,,,
3755,s0undt3ch,0,1,0,1,1,1,0,0,0,0,0,0
3753,techhat,0,2,1,1,0,,,,,,,
11508,msabramo,0,0,0,0,0,,,,,,,
3735,UtahDave,0,9,0,1,1,1,4,4,2,2,0,0
3730,giantlock,0,1,0,1,0,,,,,,,
11507,msabramo,0,0,0,0,0,,,,,,,
3740,basepi,0,1,0,1,0,,,,,,,
3741,KB1JWQ,0,2,0,1,1,1,2,0,1,0,0,0
11519,msabramo,0,0,0,0,0,,,,,,,
3739,KB1JWQ,0,1,0,0,1,1,2,0,1,0,,
3715,rca,0,1,0,1,0,,,,,,,
3725,ixela,0,1,0,0,0,,,,,,,
3724,herself,0,1,0,1,0,,,,,,,
11497,mattrobenolt,0,0,0,0,0,,,,,,,
3723,terminalmage,0,1,1,1,0,,,,,,,
3707,sbworth,1,1,0,1,0,,,,,,,
3704,holmboe,0,1,0,1,0,,,,,,,
3709,herlo,0,1,0,1,0,,,,,,,
3698,sshturm,1,1,0,1,0,,,,,,,
3697,rca,0,1,0,1,0,,,,,,,
3700,giantlock,0,18,0,1,0,,,,,,,
3691,terminalmage,0,1,1,1,0,,,,,,,
3688,UtahDave,0,1,0,1,0,,,,,,,
3689,seanchannel,0,1,1,1,0,,,,,,,
3695,terminalmage,0,1,0,1,1,0,3,2,3,2,0,0
3692,whiteinge,0,2,0,1,0,,,,,,,
3682,rca,1,1,0,1,0,,,,,,,
3680,UtahDave,0,1,0,1,0,,,,,,,
3681,UtahDave,0,3,0,1,0,,,,,,,
3686,kjkuan,0,1,0,1,1,0,10,8,2,1,4,3
3684,ydavid365,0,1,3,1,0,,,,,,,
3685,kennyballou,1,1,0,1,0,,,,,,,
3672,giantlock,0,1,0,1,0,,,,,,,
3674,basepi,0,1,0,1,1,0,2,1,1,0,0,0
3676,UtahDave,0,1,0,1,1,0,2,2,0,0,0,0
3679,UtahDave,0,1,0,0,1,0,8,6,6,4,,
3678,seanchannel,0,1,1,1,1,1,4,3,1,1,3,2
3666,UtahDave,0,8,0,1,1,0,1,0,1,0,0,0
3671,terminalmage,0,1,0,1,0,,,,,,,
3670,terminalmage,0,1,0,1,0,,,,,,,
3656,UtahDave,0,1,0,1,1,0,10,8,3,2,2,2
3657,kjkuan,0,2,0,1,0,,,,,,,
3660,seanchannel,0,2,0,1,0,,,,,,,
3662,kjkuan,0,1,0,1,0,,,,,,,
3650,UtahDave,0,5,0,1,1,0,2,2,2,2,0,0
3651,basepi,0,1,0,1,1,0,2,2,1,1,1,1
3652,gthb,0,1,0,1,0,,,,,,,
3644,ydavid365,0,2,1,1,0,,,,,,,
3642,basepi,0,1,0,1,0,,,,,,,
3641,basepi,1,2,0,1,0,,,,,,,
3640,tony,1,1,0,1,0,,,,,,,
3639,herlo,0,1,0,1,0,,,,,,,
3637,jacksontj,0,1,0,1,0,,,,,,,
3636,gthb,0,1,0,1,0,,,,,,,
3635,gthb,0,1,0,1,0,,,,,,,
3634,gthb,0,1,0,1,0,,,,,,,
3630,gthb,0,1,0,1,0,,,,,,,
3631,gthb,0,1,0,1,0,,,,,,,
3626,baijum,0,1,0,1,0,,,,,,,
3627,baijum,0,1,0,1,0,,,,,,,
3624,l2ol33rt,0,1,0,1,0,,,,,,,
3622,techhat,0,1,0,1,0,,,,,,,
3623,ydavid365,0,3,5,1,0,,,,,,,
3621,ydavid365,0,1,1,1,0,,,,,,,
3619,ydavid365,0,1,1,1,0,,,,,,,
3616,holmboe,0,1,0,1,0,,,,,,,
3617,giantlock,0,1,0,1,0,,,,,,,
3613,agjohnson,1,1,0,1,0,,,,,,,
3612,baijum,0,1,0,1,0,,,,,,,
3614,holmboe,0,1,0,1,0,,,,,,,
3609,s0undt3ch,0,1,0,1,1,0,0,0,0,0,0,0
3608,s0undt3ch,0,5,1,1,0,,,,,,,
3611,UtahDave,0,1,0,1,0,,,,,,,
3610,s0undt3ch,0,3,0,1,0,,,,,,,
3605,baijum,0,1,0,1,0,,,,,,,
3604,ydavid365,0,3,4,1,0,,,,,,,
3606,techhat,0,1,0,1,0,,,,,,,
3601,techhat,0,1,0,1,0,,,,,,,
3600,dahpgjgamgan,0,1,0,1,0,,,,,,,
3603,ydavid365,0,1,3,1,0,,,,,,,
3598,giantlock,0,1,0,1,0,,,,,,,
3594,toddejohnson,0,1,0,0,1,0,7,6,1,0,,
3595,terminalmage,0,1,2,1,0,,,,,,,
3588,kjkuan,0,1,0,1,0,,,,,,,
3589,DanielBryan,1,1,0,1,0,,,,,,,
3590,ydavid365,0,1,1,1,0,,,,,,,
3591,ydavid365,0,1,2,1,0,,,,,,,
3584,techhat,0,1,0,1,0,,,,,,,
3585,MTecknology,0,1,0,1,0,,,,,,,
3586,MTecknology,0,1,0,1,0,,,,,,,
4066,pete0emerson,0,1,0,1,0,,,,,,,
4068,s0undt3ch,0,4,1,1,0,,,,,,,
4071,basepi,0,1,4,1,0,,,,,,,
4070,basepi,0,1,0,1,0,,,,,,,
4072,holmboe,0,1,0,1,0,,,,,,,
4074,holmboe,0,2,0,1,0,,,,,,,
4077,grischa,0,3,0,1,1,0,5,4,1,1,0,0
4076,torhve,0,1,0,1,1,1,2,1,1,0,0,0
4078,giantlock,0,1,0,1,0,,,,,,,
4081,UtahDave,0,1,0,1,0,,,,,,,
4082,UtahDave,0,1,0,1,0,,,,,,,
4083,mgwilliams,0,1,0,1,0,,,,,,,
4086,rca,0,1,0,1,0,,,,,,,
4087,rca,0,1,0,1,0,,,,,,,
4088,UtahDave,0,1,0,1,0,,,,,,,
4090,s0undt3ch,0,1,1,1,0,,,,,,,
4093,s0undt3ch,0,1,0,1,0,,,,,,,
4095,grischa,0,3,0,0,0,,,,,,,
4034,plueschopath,0,1,0,1,0,,,,,,,
4032,s0undt3ch,0,1,13,0,0,,,,,,,
11687,msabramo,0,0,0,0,0,,,,,,,
4037,s0undt3ch,0,1,0,1,0,,,,,,,
4036,techhat,0,6,2,1,0,,,,,,,
4042,plueschopath,0,1,0,0,0,,,,,,,
4041,giantlock,0,1,0,1,1,0,6,4,3,2,0,0
4047,basepi,0,1,0,1,0,,,,,,,
4045,rca,0,4,0,1,0,,,,,,,
4044,rca,0,2,0,1,0,,,,,,,
4050,rca,0,1,1,1,0,,,,,,,
4051,s0undt3ch,0,1,0,1,0,,,,,,,
4048,plueschopath,0,1,0,1,1,0,3,1,1,0,0,0
4049,jacksontj,0,1,0,0,0,,,,,,,
4054,terminalmage,0,3,3,1,0,,,,,,,
4055,grischa,0,1,0,1,0,,,,,,,
4052,s0undt3ch,0,4,2,1,0,,,,,,,
4053,grischa,1,4,0,1,0,,,,,,,
4056,s0undt3ch,0,1,4,1,0,,,,,,,
4057,s0undt3ch,0,1,2,1,0,,,,,,,
4060,s0undt3ch,0,2,1,1,0,,,,,,,
4061,plueschopath,0,1,0,1,1,0,3,2,0,0,0,0
4005,plueschopath,0,1,0,1,0,,,,,,,
4004,dekkers,0,1,0,1,0,,,,,,,
4006,techhat,0,1,1,1,0,,,,,,,
4001,kvbik,0,1,0,1,0,,,,,,,
4015,basepi,0,5,5,1,1,0,12,2,4,0,0,0
4009,s0undt3ch,0,1,1,1,1,0,9,1,6,1,1,0
4011,ahammond,1,3,3,1,0,,,,,,,
4020,cedwards,0,1,0,0,0,,,,,,,
4021,ahammond,0,1,4,1,0,,,,,,,
4022,s0undt3ch,0,2,13,0,1,0,9,5,6,4,,
4017,umeboshi2,1,1,0,1,1,1,0,0,0,0,0,0
4019,halaharvi,1,2,0,1,1,1,1,0,1,0,0,0
4028,UtahDave,0,1,0,1,0,,,,,,,
4031,terminalmage,0,1,0,1,0,,,,,,,
4025,terminalmage,0,1,0,1,0,,,,,,,
4026,terminalmage,0,6,7,1,0,,,,,,,
4027,terminalmage,0,1,0,1,0,,,,,,,
3974,valentinbud,1,1,0,1,0,,,,,,,
3971,giantlock,0,1,0,1,1,0,0,0,0,0,0,0
3969,kjkuan,0,1,0,1,0,,,,,,,
3983,giantlock,0,1,0,1,0,,,,,,,
3982,rca,0,1,0,1,0,,,,,,,
3981,valentinbud,0,1,0,1,0,,,,,,,
3979,ealekseev,0,1,0,1,0,,,,,,,
3978,valentinbud,0,1,0,1,0,,,,,,,
3977,valentinbud,0,1,0,1,0,,,,,,,
3976,dcolish,0,1,0,1,0,,,,,,,
3989,pete0emerson,1,1,0,1,0,,,,,,,
3998,cedwards,0,1,0,1,0,,,,,,,
3999,bclermont,0,1,0,1,1,0,18,17,1,1,0,0
3994,salticus,1,1,0,0,0,,,,,,,
3995,basepi,0,5,0,1,0,,,,,,,
3992,pete0emerson,0,1,0,1,0,,,,,,,
3946,smaragd,0,1,0,1,0,,,,,,,
3950,ento,1,2,0,1,0,,,,,,,
3951,mgwilliams,0,1,0,1,0,,,,,,,
3936,russellballestrini,0,1,0,1,0,,,,,,,
3939,UtahDave,0,25,0,1,0,,,,,,,
3941,dcolish,0,1,0,1,0,,,,,,,
3942,russellballestrini,0,1,0,1,0,,,,,,,
3943,dcolish,0,1,0,1,0,,,,,,,
3961,sciyoshi,0,1,0,1,0,,,,,,,
3960,seanchannel,0,3,0,1,1,1,2,0,1,0,0,0
3963,GaretJax,1,1,0,1,0,,,,,,,
3965,holmboe,0,1,0,1,0,,,,,,,
3964,holmboe,0,1,0,1,0,,,,,,,
3967,tf198,0,1,0,1,0,,,,,,,
3966,holmboe,0,1,0,1,0,,,,,,,
3952,dcolish,0,1,0,0,0,,,,,,,
3955,giantlock,0,1,0,1,0,,,,,,,
3959,whiteinge,0,4,0,1,0,,,,,,,
3958,s0undt3ch,0,1,1,1,0,,,,,,,
3914,techhat,0,3,0,1,0,,,,,,,
3915,mgwilliams,0,1,0,1,0,,,,,,,
19342,KB1JWQ,0,1,0,0,0,,,,,,,
3919,carlosperello,1,4,4,1,0,,,,,,,
3916,mgwilliams,0,1,0,1,0,,,,,,,
3917,bclermont,0,1,0,1,0,,,,,,,
3906,basepi,0,2,0,1,1,0,1,1,0,0,0,0
3907,skellock,1,1,0,1,0,,,,,,,
3905,kjoconnor,1,5,3,0,0,,,,,,,
3910,rca,0,2,0,1,0,,,,,,,
3911,techhat,0,2,0,1,0,,,,,,,
3930,terminalmage,0,2,2,1,0,,,,,,,
3929,scragg0x,1,1,0,1,0,,,,,,,
3928,techhat,0,1,1,1,0,,,,,,,
3935,russellballestrini,0,1,0,1,0,,,,,,,
3934,UtahDave,0,2,0,1,0,,,,,,,
3933,dcolish,0,1,0,1,0,,,,,,,
3932,techhat,0,3,1,1,0,,,,,,,
3923,s0undt3ch,0,1,2,1,1,0,4,2,0,0,1,0
3922,techhat,0,5,0,1,0,,,,,,,
3920,giantlock,0,1,0,1,1,0,9,9,5,5,0,0
3926,techhat,0,1,0,1,0,,,,,,,
3925,s0undt3ch,0,1,0,1,0,,,,,,,
3924,techhat,0,1,0,1,0,,,,,,,
11597,msabramo,0,0,0,0,0,,,,,,,
3886,UtahDave,0,1,0,1,0,,,,,,,
3887,UtahDave,0,3,0,1,0,,,,,,,
3881,techhat,0,1,0,1,0,,,,,,,
3878,terminalmage,0,1,0,1,0,,,,,,,
3879,terminalmage,0,1,0,1,1,0,3,3,2,2,0,0
3874,crazysim,1,1,1,1,0,,,,,,,
3875,mschartman,1,1,0,1,0,,,,,,,
3901,mgwilliams,1,1,0,1,0,,,,,,,
3903,techhat,0,2,0,1,0,,,,,,,
3897,basepi,0,2,0,1,1,0,7,4,2,1,1,1
3896,kjkuan,0,1,0,1,0,,,,,,,
3899,dlindquist,0,1,0,1,0,,,,,,,
3893,hvnsweeting,0,2,0,1,0,,,,,,,
3891,rca,0,1,0,1,0,,,,,,,
3852,christisking,0,1,0,0,0,,,,,,,
3850,seanchannel,0,1,0,1,0,,,,,,,
3851,jesusaurus,0,1,0,1,0,,,,,,,
3849,kjkuan,0,1,0,1,0,,,,,,,
3847,giantlock,0,1,0,1,0,,,,,,,
3844,dhepper,1,1,0,1,0,,,,,,,
3842,terminalmage,0,3,1,1,0,,,,,,,
3843,kennyballou,0,1,0,1,0,,,,,,,
3869,ydavid365,0,1,0,1,0,,,,,,,
3867,tamentis,1,1,0,1,0,,,,,,,
3866,techhat,0,1,0,1,0,,,,,,,
3863,zsimic,1,1,0,0,0,,,,,,,
3862,ydavid365,0,1,0,1,0,,,,,,,
3861,terminalmage,0,2,3,1,1,0,12,8,6,3,0,0
3860,dlindquist,0,1,0,1,0,,,,,,,
3856,UtahDave,0,1,1,1,0,,,,,,,
4400,basepi,0,1,0,1,0,,,,,,,
4401,cvrebert,1,1,1,1,0,,,,,,,
4403,timhollinger,0,1,0,1,0,,,,,,,
4404,basepi,0,4,0,1,1,0,6,3,4,2,1,1
4406,timhollinger,0,1,0,1,0,,,,,,,
4408,terminalmage,0,1,0,1,0,,,,,,,
